"onspostcodenospaces","X","Y","objectid","pcd2","hospcode","hospname","postcode","obs1url","ind1url","mortalityvalue","obs2url","ind2url","recommendvalue"
"EX393AG",-4.21253203109838,51.0179246594092,817946,"EX39 3AG","http://nhs.publishmydata.com/id/organisation/nacs/RBZ95","Bideford Hospital","EX39 3AG","http://nhs.publishmydata.com/data/metric/96/year/2016/RBZ95","http://nhs.publishmydata.com/data/metric/96",1.0085,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ95","http://nhs.publishmydata.com/data/metric/182",77
"EX79DH",-3.47480089389824,50.5805698910895,823396,"EX7  9DH","http://nhs.publishmydata.com/id/organisation/nacs/RA956","Dawlish Hospital - Torbay and South Devon NHS Foundation Trust","EX7 9DH","http://nhs.publishmydata.com/data/metric/96/year/2016/RA956","http://nhs.publishmydata.com/data/metric/96",0.8219,"http://nhs.publishmydata.com/data/metric/182/year/2016/RA956","http://nhs.publishmydata.com/data/metric/182",79
"FY38NR",-3.01627463894571,53.8206751660624,837840,"FY3  8NR","http://nhs.publishmydata.com/id/organisation/nacs/RXL01","Blackpool Victoria Hospital","FY3 8NR","http://nhs.publishmydata.com/data/metric/96/year/2016/RXL01","http://nhs.publishmydata.com/data/metric/96",1.15,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXL01","http://nhs.publishmydata.com/data/metric/182",66
"FY76BE",-3.00933302249826,53.9262092153878,842088,"FY7  6BE","http://nhs.publishmydata.com/id/organisation/nacs/RXL04","Fleetwood Hospital","FY7 6BE","http://nhs.publishmydata.com/data/metric/96/year/2016/RXL04","http://nhs.publishmydata.com/data/metric/96",1.15,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXL04","http://nhs.publishmydata.com/data/metric/182",66
"FY81PB",-3.00742975032326,53.7444115550472,843115,"FY8  1PB","http://nhs.publishmydata.com/id/organisation/nacs/RXL06","Clifton Hospital","FY8 1PB","http://nhs.publishmydata.com/data/metric/96/year/2016/RXL06","http://nhs.publishmydata.com/data/metric/96",1.15,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXL06","http://nhs.publishmydata.com/data/metric/182",66
"GL13NN",-2.23206929196372,51.8663861376509,891494,"GL1  3NN","http://nhs.publishmydata.com/id/organisation/nacs/RTE03","Gloucestershire Royal Hospital","GL1 3NN","http://nhs.publishmydata.com/data/metric/96/year/2016/RTE03","http://nhs.publishmydata.com/data/metric/96",1.1069,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTE03","http://nhs.publishmydata.com/data/metric/182",65
"GL205QN",-2.15309750334709,51.9922721466725,900257,"GL20 5QN","http://nhs.publishmydata.com/id/organisation/nacs/RTE95","Tewkesbury Community Hospital","GL20 5QN","http://nhs.publishmydata.com/data/metric/96/year/2016/RTE95","http://nhs.publishmydata.com/data/metric/96",1.1069,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTE95","http://nhs.publishmydata.com/data/metric/182",65
"GL537AN",-2.07187528907354,51.892127657851,911822,"GL53 7AN","http://nhs.publishmydata.com/id/organisation/nacs/RTE01","Cheltenham General Hospital","GL53 7AN","http://nhs.publishmydata.com/data/metric/96/year/2016/RTE01","http://nhs.publishmydata.com/data/metric/96",1.1069,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTE01","http://nhs.publishmydata.com/data/metric/182",65
"GL537AP",-2.06938574534645,51.8891172044614,911823,"GL53 7AP","http://nhs.publishmydata.com/id/organisation/nacs/RTE57","Thirlestaine Breast Centre","GL53 7AP","http://nhs.publishmydata.com/data/metric/96/year/2016/RTE57","http://nhs.publishmydata.com/data/metric/96",1.1069,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTE57","http://nhs.publishmydata.com/data/metric/182",65
"GU167UJ",-0.742011222929455,51.3196658156912,929129,"GU16 7UJ","http://nhs.publishmydata.com/id/organisation/nacs/RDU01","Frimley Park Hospital","GU16 7UJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RDU01","http://nhs.publishmydata.com/data/metric/96",0.9341,"http://nhs.publishmydata.com/data/metric/182/year/2016/RDU01","http://nhs.publishmydata.com/data/metric/182",80
"GU27XX",-0.607442486482022,51.2410124047382,932087,"GU2  7XX","http://nhs.publishmydata.com/id/organisation/nacs/RA201","Royal Surrey County Hospital","GU2 7XX","http://nhs.publishmydata.com/data/metric/96/year/2016/RA201","http://nhs.publishmydata.com/data/metric/96",0.8637,"http://nhs.publishmydata.com/data/metric/182/year/2016/RA201","http://nhs.publishmydata.com/data/metric/182",78
"GU323LB",-0.942381590967608,51.0038794702131,942212,"GU32 3LB","http://nhs.publishmydata.com/id/organisation/nacs/RHU04","Petersfield Community Hospital","GU32 3LB","http://nhs.publishmydata.com/data/metric/96/year/2016/RHU04","http://nhs.publishmydata.com/data/metric/96",1.0711,"http://nhs.publishmydata.com/data/metric/182/year/2016/RHU04","http://nhs.publishmydata.com/data/metric/182",73
"GU68AE",-0.48703912976909,51.1406080423085,949502,"GU6  8AE","http://nhs.publishmydata.com/id/organisation/nacs/RA212","Cranleigh Village Hospital","GU6 8AE","http://nhs.publishmydata.com/data/metric/96/year/2016/RA212","http://nhs.publishmydata.com/data/metric/96",0.8637,"http://nhs.publishmydata.com/data/metric/182/year/2016/RA212","http://nhs.publishmydata.com/data/metric/182",78
"HA13UJ",-0.322014708992781,51.5754086937973,959259,"HA1  3UJ","http://nhs.publishmydata.com/id/organisation/nacs/R1K01","Northwick Park Hospital","HA1 3UJ","http://nhs.publishmydata.com/data/metric/96/year/2016/R1K01","http://nhs.publishmydata.com/data/metric/96",0.903,"http://nhs.publishmydata.com/data/metric/182/year/2016/R1K01","http://nhs.publishmydata.com/data/metric/182",63
"HA13UJ",-0.322014708992781,51.5754086937973,959259,"HA1  3UJ","http://nhs.publishmydata.com/id/organisation/nacs/R1K03","St Mark's Hospital","HA1 3UJ","http://nhs.publishmydata.com/data/metric/96/year/2016/R1K03","http://nhs.publishmydata.com/data/metric/96",0.903,"http://nhs.publishmydata.com/data/metric/182/year/2016/R1K03","http://nhs.publishmydata.com/data/metric/182",63
"HA62RN",-0.445801365503338,51.6149258970527,967665,"HA6  2RN","http://nhs.publishmydata.com/id/organisation/nacs/RAS02","Mount Vernon Hospital","HA6 2RN","http://nhs.publishmydata.com/data/metric/96/year/2016/RAS02","http://nhs.publishmydata.com/data/metric/96",0.8805,"http://nhs.publishmydata.com/data/metric/182/year/2016/RAS02","http://nhs.publishmydata.com/data/metric/182",66
"HA80AD",-0.271218429028023,51.6064956424368,969646,"HA8  0AD","http://nhs.publishmydata.com/id/organisation/nacs/RALRA","Edgware Community Hospital","HA8 0AD","http://nhs.publishmydata.com/data/metric/96/year/2016/RALRA","http://nhs.publishmydata.com/data/metric/96",0.8852,"http://nhs.publishmydata.com/data/metric/182/year/2016/RALRA","http://nhs.publishmydata.com/data/metric/182",72
"HD33EA",-1.81633905077617,53.6554891132239,976446,"HD3  3EA","http://nhs.publishmydata.com/id/organisation/nacs/RWY01","Huddersfield Royal Infirmary","HD3 3EA","http://nhs.publishmydata.com/data/metric/96/year/2016/RWY01","http://nhs.publishmydata.com/data/metric/96",1.138,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWY01","http://nhs.publishmydata.com/data/metric/182",67
"HD93TS",-1.78442567940767,53.5787309017092,983482,"HD9  3TS","http://nhs.publishmydata.com/id/organisation/nacs/RWY11","Holmevalley Memorial Hospital","HD9 3TS","http://nhs.publishmydata.com/data/metric/96/year/2016/RWY11","http://nhs.publishmydata.com/data/metric/96",1.138,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWY11","http://nhs.publishmydata.com/data/metric/182",67
"HG27SX",-1.51757899405398,53.9938218168429,986555,"HG2  7SX","http://nhs.publishmydata.com/id/organisation/nacs/RCD01","Harrogate District Hospital","HG2 7SX","http://nhs.publishmydata.com/data/metric/96/year/2016/RCD01","http://nhs.publishmydata.com/data/metric/96",0.9392,"http://nhs.publishmydata.com/data/metric/182/year/2016/RCD01","http://nhs.publishmydata.com/data/metric/182",78
"HG42PR",-1.5272012936592,54.1354501012506,988986,"HG4  2PR","http://nhs.publishmydata.com/id/organisation/nacs/RCD02","Ripon and District Community Hospital","HG4 2PR","http://nhs.publishmydata.com/data/metric/96/year/2016/RCD02","http://nhs.publishmydata.com/data/metric/96",0.9392,"http://nhs.publishmydata.com/data/metric/182/year/2016/RCD02","http://nhs.publishmydata.com/data/metric/182",78
"HP112TT",-0.753408365117276,51.6264449097544,993171,"HP11 2TT","http://nhs.publishmydata.com/id/organisation/nacs/RXQ50","Wycombe Hospital","HP11 2TT","http://nhs.publishmydata.com/data/metric/96/year/2016/RXQ50","http://nhs.publishmydata.com/data/metric/96",0.9868,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXQ50","http://nhs.publishmydata.com/data/metric/182",62
"HP218AL",-0.802734242528355,51.7983144717908,1002787,"HP21 8AL","http://nhs.publishmydata.com/id/organisation/nacs/RXQ02","Stoke Mandeville Hospital","HP21 8AL","http://nhs.publishmydata.com/data/metric/96/year/2016/RXQ02","http://nhs.publishmydata.com/data/metric/96",0.9868,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXQ02","http://nhs.publishmydata.com/data/metric/182",62
"HP24AD",-0.468577456386959,51.7508726214309,1000152,"HP2  4AD","http://nhs.publishmydata.com/id/organisation/nacs/RWG08","Hemel Hempstead Hospital","HP2 4AD","http://nhs.publishmydata.com/data/metric/96/year/2016/RWG08","http://nhs.publishmydata.com/data/metric/96",0.9378,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWG08","http://nhs.publishmydata.com/data/metric/182",54
"HP70JD",-0.621366323996558,51.6629506079712,1010170,"HP7  0JD","http://nhs.publishmydata.com/id/organisation/nacs/RXQ51","Amersham Hospital","HP7 0JD","http://nhs.publishmydata.com/data/metric/96/year/2016/RXQ51","http://nhs.publishmydata.com/data/metric/96",0.9868,"http://nhs.publishmydata.com/data/metric/182/year/2016/RXQ51","http://nhs.publishmydata.com/data/metric/182",62
"HR12BN",-2.70719608019676,52.0587390408127,1012130,"HR1  2BN","http://nhs.publishmydata.com/id/organisation/nacs/RLQ01","The County Hospital, Wye Valley NHS Trust","HR1 2BN","http://nhs.publishmydata.com/data/metric/96/year/2016/RLQ01","http://nhs.publishmydata.com/data/metric/96",1.152,"http://nhs.publishmydata.com/data/metric/182/year/2016/RLQ01","http://nhs.publishmydata.com/data/metric/182",65
"HR68JH",-2.73937422566717,52.2221918988871,1016981,"HR6  8JH","http://nhs.publishmydata.com/id/organisation/nacs/RLQ06","Leominster Community Hospital","HR6 8JH","http://nhs.publishmydata.com/data/metric/96/year/2016/RLQ06","http://nhs.publishmydata.com/data/metric/96",1.152,"http://nhs.publishmydata.com/data/metric/182/year/2016/RLQ06","http://nhs.publishmydata.com/data/metric/182",65
"HR74QN",-2.50679087958261,52.1863262076424,1017669,"HR7  4QN","http://nhs.publishmydata.com/id/organisation/nacs/RLQ03","Bromyard Community Hospital","HR7 4QN","http://nhs.publishmydata.com/data/metric/96/year/2016/RLQ03","http://nhs.publishmydata.com/data/metric/96",1.152,"http://nhs.publishmydata.com/data/metric/182/year/2016/RLQ03","http://nhs.publishmydata.com/data/metric/182",65
"HR95AD",-2.58361769727893,51.9123699381114,1018463,"HR9  5AD","http://nhs.publishmydata.com/id/organisation/nacs/RLQ08","Ross on Wye Community Hospital","HR9 5AD","http://nhs.publishmydata.com/data/metric/96/year/2016/RLQ08","http://nhs.publishmydata.com/data/metric/96",1.152,"http://nhs.publishmydata.com/data/metric/182/year/2016/RLQ08","http://nhs.publishmydata.com/data/metric/182",65
"HU165JQ",-0.444989962182241,53.7767535997922,1025331,"HU16 5JQ","http://nhs.publishmydata.com/id/organisation/nacs/RWA16","Castle Hill Hospital","HU16 5JQ","http://nhs.publishmydata.com/data/metric/96/year/2016/RWA16","http://nhs.publishmydata.com/data/metric/96",1.1223,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWA16","http://nhs.publishmydata.com/data/metric/182",58
"HU32JZ",-0.358152347975763,53.7441342041214,1028369,"HU3  2JZ","http://nhs.publishmydata.com/id/organisation/nacs/RWA01","Hull Royal Infirmary","HU3 2JZ","http://nhs.publishmydata.com/data/metric/96/year/2016/RWA01","http://nhs.publishmydata.com/data/metric/96",1.1223,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWA01","http://nhs.publishmydata.com/data/metric/182",58
"HX30PW",-1.85751024393012,53.7048361786932,1038541,"HX3  0PW","http://nhs.publishmydata.com/id/organisation/nacs/RWY02","Calderdale Royal Hospital","HX3 0PW","http://nhs.publishmydata.com/data/metric/96/year/2016/RWY02","http://nhs.publishmydata.com/data/metric/96",1.138,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWY02","http://nhs.publishmydata.com/data/metric/182",67
"IG119LX",0.098754190864863,51.5385650274535,1047238,"IG11 9LX","http://nhs.publishmydata.com/id/organisation/nacs/RF4PP","Barking Hospital","IG11 9LX","http://nhs.publishmydata.com/data/metric/96/year/2016/RF4PP","http://nhs.publishmydata.com/data/metric/96",0.9598,"http://nhs.publishmydata.com/data/metric/182/year/2016/RF4PP","http://nhs.publishmydata.com/data/metric/182",59
"IG38YB",0.112133312999205,51.5805457223197,1048417,"IG3  8YB","http://nhs.publishmydata.com/id/organisation/nacs/RF4DG","King George Hospital","IG3 8YB","http://nhs.publishmydata.com/data/metric/96/year/2016/RF4DG","http://nhs.publishmydata.com/data/metric/96",0.9598,"http://nhs.publishmydata.com/data/metric/182/year/2016/RF4DG","http://nhs.publishmydata.com/data/metric/182",59
"IP117HJ",1.35597002443349,51.9637796658454,1061331,"IP11 7HJ","http://nhs.publishmydata.com/id/organisation/nacs/RGQ05","Felixstowe Hospital","IP11 7HJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RGQ05","http://nhs.publishmydata.com/data/metric/96",0.9811,"http://nhs.publishmydata.com/data/metric/182/year/2016/RGQ05","http://nhs.publishmydata.com/data/metric/182",76
"IP332QZ",0.709205061474565,52.231678553995,1079472,"IP33 2QZ","http://nhs.publishmydata.com/id/organisation/nacs/RGR50","West Suffolk Hospital","IP33 2QZ","http://nhs.publishmydata.com/data/metric/96/year/2016/RGR50","http://nhs.publishmydata.com/data/metric/96",0.8765,"http://nhs.publishmydata.com/data/metric/182/year/2016/RGR50","http://nhs.publishmydata.com/data/metric/182",84
"IP45PD",1.19794512848991,52.0568633470467,1081117,"IP4  5PD","http://nhs.publishmydata.com/id/organisation/nacs/RGQ02","The Ipswich Hospital","IP4 5PD","http://nhs.publishmydata.com/data/metric/96/year/2016/RGQ02","http://nhs.publishmydata.com/data/metric/96",0.9811,"http://nhs.publishmydata.com/data/metric/182/year/2016/RGQ02","http://nhs.publishmydata.com/data/metric/182",76
"KT138DY",-0.460791073080447,51.3733820188688,1118054,"KT13 8DY","http://nhs.publishmydata.com/id/organisation/nacs/RTK05","Weybridge Community Hospital","KT13 8DY","http://nhs.publishmydata.com/data/metric/96/year/2016/RTK05","http://nhs.publishmydata.com/data/metric/96",0.9377,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTK05","http://nhs.publishmydata.com/data/metric/182",65
"KT160PZ",-0.527041100289855,51.3778309906449,1120563,"KT16 0PZ","http://nhs.publishmydata.com/id/organisation/nacs/RTK01","St Peter's Hospital","KT16 0PZ","http://nhs.publishmydata.com/data/metric/96/year/2016/RTK01","http://nhs.publishmydata.com/data/metric/96",0.9377,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTK01","http://nhs.publishmydata.com/data/metric/182",65
"KT187EG",-0.273206423501805,51.3255169390774,1122930,"KT18 7EG","http://nhs.publishmydata.com/id/organisation/nacs/RVR50","Epsom Hospital","KT18 7EG","http://nhs.publishmydata.com/data/metric/96/year/2016/RVR50","http://nhs.publishmydata.com/data/metric/96",0.9574,"http://nhs.publishmydata.com/data/metric/182/year/2016/RVR50","http://nhs.publishmydata.com/data/metric/182",72
"KT27QB",-0.283067498938362,51.4142842052037,1124951,"KT2  7QB","http://nhs.publishmydata.com/id/organisation/nacs/RAX01","Kingston Hospital","KT2 7QB","http://nhs.publishmydata.com/data/metric/96/year/2016/RAX01","http://nhs.publishmydata.com/data/metric/96",0.9263,"http://nhs.publishmydata.com/data/metric/182/year/2016/RAX01","http://nhs.publishmydata.com/data/metric/182",68
"L143LB",-2.89798901088529,53.4111671093204,1153270,"L14  3LB","http://nhs.publishmydata.com/id/organisation/nacs/RQ601","Broadgreen Hospital","L14 3LB","http://nhs.publishmydata.com/data/metric/96/year/2016/RQ601","http://nhs.publishmydata.com/data/metric/96",1.0229,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQ601","http://nhs.publishmydata.com/data/metric/182",75
"L355DR",-2.78495291520538,53.4204850280175,1168797,"L35  5DR","http://nhs.publishmydata.com/id/organisation/nacs/RBN01","Whiston Hospital","L35 5DR","http://nhs.publishmydata.com/data/metric/96/year/2016/RBN01","http://nhs.publishmydata.com/data/metric/96",1.0338,"http://nhs.publishmydata.com/data/metric/182/year/2016/RBN01","http://nhs.publishmydata.com/data/metric/182",82
"L35PS",-2.96702184485184,53.4089388749679,1164191,"L3   5PS","http://nhs.publishmydata.com/id/organisation/nacs/RQ614","Royal Liverpool University Dental Hospital","L3 5PS","http://nhs.publishmydata.com/data/metric/96/year/2016/RQ614","http://nhs.publishmydata.com/data/metric/96",1.0229,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQ614","http://nhs.publishmydata.com/data/metric/182",75
"L392AZ",-2.87125033641412,53.5646318808766,1171485,"L39  2AZ","http://nhs.publishmydata.com/id/organisation/nacs/RVY02","Ormskirk and District General Hospital","L39 2AZ","http://nhs.publishmydata.com/data/metric/96/year/2016/RVY02","http://nhs.publishmydata.com/data/metric/96",1.0789,"http://nhs.publishmydata.com/data/metric/182/year/2016/RVY02","http://nhs.publishmydata.com/data/metric/182",54
"L78XP",-2.96480861670877,53.4095230533547,1190112,"L7   8XP","http://nhs.publishmydata.com/id/organisation/nacs/RQ617","The Royal Liverpool University Hospital","L7 8XP","http://nhs.publishmydata.com/data/metric/96/year/2016/RQ617","http://nhs.publishmydata.com/data/metric/96",1.0229,"http://nhs.publishmydata.com/data/metric/182/year/2016/RQ617","http://nhs.publishmydata.com/data/metric/182",75
"L91AE",-2.96686622050625,53.4511690830072,1191580,"L9   1AE","http://nhs.publishmydata.com/id/organisation/nacs/REM20","Walton Hospital","L9 1AE","http://nhs.publishmydata.com/data/metric/96/year/2016/REM20","http://nhs.publishmydata.com/data/metric/96",1.0364,"http://nhs.publishmydata.com/data/metric/182/year/2016/REM20","http://nhs.publishmydata.com/data/metric/182",70
"L97AL",-2.93110292001525,53.4663384959076,1191995,"L9   7AL","http://nhs.publishmydata.com/id/organisation/nacs/REM21","Aintree University Hospital","L9 7AL","http://nhs.publishmydata.com/data/metric/96/year/2016/REM21","http://nhs.publishmydata.com/data/metric/96",1.0364,"http://nhs.publishmydata.com/data/metric/182/year/2016/REM21","http://nhs.publishmydata.com/data/metric/182",70
"LA144LF",-3.20789676324056,54.1364033016531,1197652,"LA14 4LF","http://nhs.publishmydata.com/id/organisation/nacs/RTXBU","Furness General Hospital","LA14 4LF","http://nhs.publishmydata.com/data/metric/96/year/2016/RTXBU","http://nhs.publishmydata.com/data/metric/96",0.9914,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTXBU","http://nhs.publishmydata.com/data/metric/182",64
"LA14RP",-2.79922794608399,54.0427358608246,1193533,"LA1  4RP","http://nhs.publishmydata.com/id/organisation/nacs/RTX02","Royal Lancaster Infirmary","LA1 4RP","http://nhs.publishmydata.com/data/metric/96/year/2016/RTX02","http://nhs.publishmydata.com/data/metric/96",0.9914,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTX02","http://nhs.publishmydata.com/data/metric/182",64
"LA97RG",-2.73255330650687,54.3067127897139,1206633,"LA9  7RG","http://nhs.publishmydata.com/id/organisation/nacs/RTXBW","Westmorland General Hospital","LA9 7RG","http://nhs.publishmydata.com/data/metric/96/year/2016/RTXBW","http://nhs.publishmydata.com/data/metric/96",0.9914,"http://nhs.publishmydata.com/data/metric/182/year/2016/RTXBW","http://nhs.publishmydata.com/data/metric/182",64
"LE101AG",-1.36824752281792,52.5397686755653,1211441,"LE10 1AG","http://nhs.publishmydata.com/id/organisation/nacs/RWELH","Hinckley & District Hosp","LE10 1AG","http://nhs.publishmydata.com/data/metric/96/year/2016/RWELH","http://nhs.publishmydata.com/data/metric/96",0.9816,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWELH","http://nhs.publishmydata.com/data/metric/182",64
"LE131SJ",-0.877288730459945,52.7659581338672,1216758,"LE13 1SJ","http://nhs.publishmydata.com/id/organisation/nacs/RWE10","St Mary's Hospital","LE13 1SJ","http://nhs.publishmydata.com/data/metric/96/year/2016/RWE10","http://nhs.publishmydata.com/data/metric/96",0.9816,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWE10","http://nhs.publishmydata.com/data/metric/182",64
"LE156NT",-0.737528931439299,52.6708208675205,1218039,"LE15 6NT","http://nhs.publishmydata.com/id/organisation/nacs/RWELR","Rutland Memorial Hospital - University Hospitals Of Leicester NHS Trust","LE15 6NT","http://nhs.publishmydata.com/data/metric/96/year/2016/RWELR","http://nhs.publishmydata.com/data/metric/96",0.9816,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWELR","http://nhs.publishmydata.com/data/metric/182",64
"LE15WW",-1.13479482286182,52.6278347263812,1210333,"LE1  5WW","http://nhs.publishmydata.com/id/organisation/nacs/RWEAA","Leicester Royal Infirmary","LE1 5WW","http://nhs.publishmydata.com/data/metric/96/year/2016/RWEAA","http://nhs.publishmydata.com/data/metric/96",0.9816,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWEAA","http://nhs.publishmydata.com/data/metric/182",64
"LE167BN",-0.931077903006577,52.4872267583456,1219284,"LE16 7BN","http://nhs.publishmydata.com/id/organisation/nacs/RWELS","St Lukes Hospital","LE16 7BN","http://nhs.publishmydata.com/data/metric/96/year/2016/RWELS","http://nhs.publishmydata.com/data/metric/96",0.9816,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWELS","http://nhs.publishmydata.com/data/metric/182",64
"LE39QP",-1.180011261271,52.6543803587212,1228170,"LE3  9QP","http://nhs.publishmydata.com/id/organisation/nacs/RWEAE","Glenfield Hospital","LE3 9QP","http://nhs.publishmydata.com/data/metric/96/year/2016/RWEAE","http://nhs.publishmydata.com/data/metric/96",0.9816,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWEAE","http://nhs.publishmydata.com/data/metric/182",64
"LE54PW",-1.0817552683031,52.6299440581424,1231989,"LE5  4PW","http://nhs.publishmydata.com/id/organisation/nacs/RWEAK","Leicester General Hospital","LE5 4PW","http://nhs.publishmydata.com/data/metric/96/year/2016/RWEAK","http://nhs.publishmydata.com/data/metric/96",0.9816,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWEAK","http://nhs.publishmydata.com/data/metric/182",64
"LN110EU",-0.008582687423314,53.37103466651,1268487,"LN11 0EU","http://nhs.publishmydata.com/id/organisation/nacs/RWDAA","County Hospital Louth - United Lincolnshire Hospitals NHS Trust","LN11 0EU","http://nhs.publishmydata.com/data/metric/96/year/2016/RWDAA","http://nhs.publishmydata.com/data/metric/96",1.1099,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWDAA","http://nhs.publishmydata.com/data/metric/182",54
"LN25QY",-0.519635107302795,53.2335974607636,1272081,"LN2  5QY","http://nhs.publishmydata.com/id/organisation/nacs/RWDDA","Lincoln County Hospital","LN2 5QY","http://nhs.publishmydata.com/data/metric/96/year/2016/RWDDA","http://nhs.publishmydata.com/data/metric/96",1.1099,"http://nhs.publishmydata.com/data/metric/182/year/2016/RWDDA","http://nhs.publishmydata.com/data/metric/182",54
"LS13EX",-1.55174796542665,53.80146115827,1279335,"LS1  3EX","http://nhs.publishmydata.com/id/organisation/nacs/RR801","Leeds General Infirmary","LS1 3EX","http://nhs.publishmydata.com/data/metric/96/year/2016/RR801","http://nhs.publishmydata.com/data/metric/96",1.0065,"http://nhs.publishmydata.com/data/metric/182/year/2016/RR801","http://nhs.publishmydata.com/data/metric/182",69
"LS146UH",-1.47090813552231,53.8066058874585,1287050,"LS14 6UH","http://nhs.publishmydata.com/id/organisation/nacs/RR814","Seacroft Hospital","LS14 6UH","http://nhs.publishmydata.com/data/metric/96/year/2016/RR814","http://nhs.publishmydata.com/data/metric/96",1.0065,"http://nhs.publishmydata.com/data/metric/182/year/2016/RR814","http://nhs.publishmydata.com/data/metric/182",69
"LS212LY",-1.70060362086801,53.9143715330563,1294605,"LS21 2LY","http://nhs.publishmydata.com/id/organisation/nacs/RR807","Wharfedale Hospital","LS21 2LY","http://nhs.publishmydata.com/data/metric/96/year/2016/RR807","http://nhs.publishmydata.com/data/metric/96",1.0065,"http://nhs.publishmydata.com/data/metric/182/year/2016/RR807","http://nhs.publishmydata.com/data/metric/182",69
"LS29LU",-1.55572067340044,53.8033903851206,1293589,"LS2  9LU","http://nhs.publishmydata.com/id/organisation/nacs/RR802","Leeds Dental Hospital","LS2 9LU","http://nhs.publishmydata.com/data/metric/96/year/2016/RR802","http://nhs.publishmydata.com/data/metric/96",1.0065,"http://nhs.publishmydata.com/data/metric/182/year/2016/RR802","http://nhs.publishmydata.com/data/metric/182",69
"LS74SA",-1.52981429123571,53.822651912721,1306953,"LS7  4SA","http://nhs.publishmydata.com/id/organisation/nacs/RR819","Chapel Allerton Hospital","LS7 4SA","http://nhs.publishmydata.com/data/metric/96/year/2016/RR819","http://nhs.publishmydata.com/data/metric/96",1.0065,"http://nhs.publishmydata.com/data/metric/182/year/2016/RR819","http://nhs.publishmydata.com/data/metric/182",69
"LS97TF",-1.52036268612358,53.806885380198,1309358,"LS9  7TF","http://nhs.publishmydata.com/id/organisation/nacs/RR813","St James's Hospital","LS9 7TF","http://nhs.publishmydata.com/data/metric/96/year/2016/RR813","http://nhs.publishmydata.com/data/metric/96",1.0065,"http://nhs.publishmydata.com/data/metric/182/year/2016/RR813","http://nhs.publishmydata.com/data/metric/182",69
"LU40DZ",-0.476018647176721,51.8954134886494,1314268,"LU4  0DZ","http://nhs.publishmydata.com/id/organisation/nacs/RC971","Luton and Dunstable Hospital","LU4 0DZ","http://nhs.publishmydata.com/data/metric/96/year/2016/RC971","http://nhs.publishmydata.com/data/metric/96",1.1032,"http://nhs.publishmydata.com/data/metric/182/year/2016/RC971","http://nhs.publishmydata.com/data/metric/182",72
"M139WL",-2.22770941723437,53.4624524783888,1324673,"M13  9WL","http://nhs.publishmydata.com/id/organisation/nacs/RW3RE","Manchester Royal Eye Hospital","M13 9WL","http://nhs.publishmydata.com/data/metric/96/year/2016/RW3RE","http://nhs.publishmydata.com/data/metric/96",1.0045,"http://nhs.publishmydata.com/data/metric/182/year/2016/RW3RE","http://nhs.publishmydata.com/data/metric/182",69
"M139WL",-2.22770941723437,53.4624524783888,1324673,"M13  9WL","http://nhs.publishmydata.com/id/organisation/nacs/RW3RC","Royal Manchester Children's Hospital","M13 9WL","http://nhs.publishmydata.com/data/metric/96/year/2016/RW3RC","http://nhs.publishmydata.com/data/metric/96",1.0045,"http://nhs.publishmydata.com/data/metric/182/year/2016/RW3RC","http://nhs.publishmydata.com/data/metric/182",69
"M139WL",-2.22770941723437,53.4624524783888,1324673,"M13  9WL","http://nhs.publishmydata.com/id/organisation/nacs/RW3SM","Saint Mary's Hospital","M13 9WL","http://nhs.publishmydata.com/data/metric/96/year/2016/RW3SM","http://nhs.publishmydata.com/data/metric/96",1.0045,"http://nhs.publishmydata.com/data/metric/182/year/2016/RW3SM","http://nhs.publishmydata.com/data/metric/182",69
